,glottocode,name,region,AES,EGIDS,L1_pop,L1_pop_prop,documentation,area
3980,ninz1246,Ninzo,Western Africa,nearly extinct,5,35000,185.4860995,basic,379.3481236
3981,ngan1291,Nganasan,Europe,moribund,8b,130,3152.710938,detailed,23238.06906
3982,nand1266,Nandi,Africa,not endangered,5,949000,2129.55021,detailed,3638.612834
3983,nucl1633,Nimboran,South-Eastern Asia,moribund,8a,2000,65.18294506,detailed,360.3535746
3984,nimi1240,Nimi,Oceania,not endangered,6a,1700,63.46913467,little or none,41.10500211
3985,sout1549,Southeastern Kolami,Southern Asia,shifting,6a,10000,55.64983778,basic,8067.295738
3986,niue1239,Niuean,Oceania,shifting,1,2030,416.5673956,detailed,266.1853844
3987,gily1242,Nivkh,Europe,moribund,8a,200,190.7910437,detailed,8086.031241
3988,nimo1247,Nimo,Oceania,shifting,5,350,72.36221677,little or none,243.5585266
3989,hema1238,Hema,Africa,not endangered,6a,125000,803.3385291,basic,1827.28637
3990,ngit1239,Ngiti,Africa,not endangered,5,100000,761.7938249,detailed,581.1595964
3991,ning1273,Ningil,Oceania,shifting,6a,950,68.03830633,basic,6.203410941
3992,nzan1240,Nzanyi,Western Africa,threatened,7,179000,1061.712343,basic,579.5533637
3993,noct1238,Nocte Naga,Southern Asia,shifting,6a,33000,176.2635686,detailed,1233.153404
3994,loth1237,Lotha Naga,Southern Asia,not endangered,5,170000,750.4219642,detailed,772.7483072
3995,ngar1283,Ngarnka,Australia and New Zealand,nearly extinct,10,3,2154.050309,basic,6818.116285
3996,njen1238,Njen,Africa,not endangered,6a,1800,9.293803449,little or none,42.76178404
3997,njal1239,Njalgulgule,Africa,shifting,8a,900,122.4346501,little or none,473.0449223
3998,anga1288,Angami Naga,Southern Asia,threatened,3,132000,683.2448198,detailed,768.3711177
3999,lian1251,Liangmai Naga,Southern Asia,threatened,4,34200,190.4078531,basic,371.1409663
4000,aona1235,Ao Naga,Southern Asia,threatened,4,261000,1035.728047,detailed,1226.6645
4001,njer1242,Njerep,Western Africa,nearly extinct,8b,6,0.124023937,basic,435.9817732
4002,nisa1239,Nisa-Anasi,South-Eastern Asia,threatened,6b,500,442.2220555,little or none,930.1466289
4003,kuny1238,Kunyi,Africa,not endangered,6a,52000,5991.673866,basic,4134.138927
4004,njye1238,Njyem,Africa,not endangered,5,7000,1151.612485,detailed,1115.859495
4005,nkoy1244,Nkoya,Africa,not endangered,5,36200,3806.981952,basic,28226.70332
4006,khoi1251,Khoibu,Southern Asia,not endangered,6a,25600,180.3377883,little or none,96.92821927
4007,nkon1247,Nkongho,Africa,threatened,6b,2230,21.35370191,little or none,180.2764207
4008,koir1240,Koireng,Southern Asia,threatened,6a,3000,11.71994158,detailed,377.3181776
4009,duke1237,Duke,Oceania,not endangered,6a,2310,170.6854496,little or none,683.8183881
4010,nekg1240,Nekgini,Oceania,threatened,4,430,26.54857464,little or none,26.96845813
4011,khez1235,Khezha Naga,Southern Asia,threatened,5,40800,278.0005745,detailed,467.5957523
4012,than1255,Thangal Naga,Southern Asia,threatened,5,23600,98.56081801,little or none,940.7982802
4013,naka1265,Nakai,South-Eastern Asia,shifting,6a,700,83.04624021,little or none,980.9433241
4014,noku1237,Nokuku,Oceania,shifting,6b,160,35.5615875,basic,229.3847579
4015,nama1267,Namat,Oceania,shifting,6b,180,86.73182738,little or none,222.4122039
4016,nkan1238,Nkangala,Africa,not endangered,6a,22300,11078.82881,little or none,6180.214263
4017,nkon1248,Nkonya,Western Africa,not endangered,5,28000,205.5619769,detailed,194.5439278
4018,nuku1260,Nukuoro,Oceania,shifting,5,860,,basic,1.044099514
4019,nort2917,Momogo-Pupis-Irogo,South-Eastern Asia,not endangered,6a,1000,92.19320713,little or none,3948.076609
4020,nyik1247,Nyika (Tanzania),Africa,not endangered,6a,25000,347.8389195,little or none,704.7134169
4021,boun1243,Bouna Kulango,Western Africa,not endangered,6a,29900,1165.06457,detailed,9699.840885
4022,nyik1246,Nyika (Malawi and Zambia),Africa,not endangered,6a,10000,229.6576894,little or none,1412.948309
4023,nkut1238,Nkutu,Africa,not endangered,6a,40000,703.5122504,basic,15145.24505
4024,nkor1239,Nkoroo,Western Africa,shifting,6a,4550,4.027553989,basic,0.333855633
4025,nkar1238,Nkari,Western Africa,shifting,6a,5000,6.706949527,little or none,125.9700843
4026,ngom1271,Ngombale,Africa,not endangered,5,45000,176.1673191,basic,175.2426277
4027,nalc1240,Nalca,South-Eastern Asia,not endangered,5,16000,760.0222824,basic,1387.793877
4028,dutc1256,Dutch,Europe,not endangered,1,21560000,33405.13056,detailed,90101.17825
4029,east2409,East Nyala,Africa,not endangered,5,273000,402.5977123,basic,539.6088031
4030,gela1263,Gela,Oceania,not endangered,5,11900,165.4589101,detailed,412.7108766
4031,gran1245,Grangali,Southern Asia,shifting,6a,5000,35.07782194,basic,247.0454197
4032,nyal1250,Nyali,Africa,not endangered,6a,43000,244.0860454,basic,1383.227793
4033,nini1235,Ninia Yali,South-Eastern Asia,not endangered,5,10500,411.1471199,little or none,1307.191513
4034,niha1238,Nihali,Southern Asia,shifting,6b,2000,5.465800318,detailed,829.5182258
4035,ngul1247,Ngul,Africa,not endangered,6a,8400,196.5181129,basic,852.1272192
4036,nchu1238,Nchumbulu,Western Africa,shifting,6a,1800,23.08619579,little or none,8950.204172
4037,oriz1235,Orizaba Nahuatl,Central America,not endangered,6a,120000,509.062317,basic,1663.900691
4038,naha1261,Nahali-Baglani,Southern Asia,shifting,6a,15000,43.7755825,basic,4910.597817
4039,nyam1271,Nyamal,Australia and New Zealand,nearly extinct,8b,35,619.4143447,basic,22066.44126
4040,mara1379,Maram Naga,Southern Asia,threatened,4,37300,210.8251819,detailed,564.128038
4041,bign1238,Big Nambas,Oceania,not endangered,5,3350,350.1638897,detailed,205.5041712
4042,ngam1269,Ngam,Africa,not endangered,5,61400,3370.160811,basic,9722.43096
4043,ndum1239,Ndumu,Africa,threatened,6a,4310,95.66908061,basic,352.1724858
4044,mzie1235,Mzieme Naga,Southern Asia,threatened,5,29000,171.2423548,little or none,262.499122
4045,tang1336,East-Central Tangkhul Naga,Southern Asia,shifting,4,142000,882.2687173,detailed,993.0229199
4046,kwas1243,Kwasio,Africa,not endangered,5,22000,820.3184986,detailed,2925.637454
4047,mons1234,Monsang Naga,Southern Asia,not endangered,5,3200,13.54956907,basic,161.3179471
4048,nyam1285,Nyam,Western Africa,threatened,6b,100,1.117970516,detailed,29.17931803
4049,nama1268,Namakura,Oceania,not endangered,6a,3750,181.2081591,detailed,46.53694712
4050,ndem1249,Ndemli,Africa,not endangered,6a,5950,169.1755829,basic,1267.086312
4051,mana1288,Manange,Southern Asia,shifting,6b,390,6.363104546,detailed,117.5186351
4052,huaa1248,East Taa,Africa,shifting,6a,4200,7651.169125,basic,89987.95409
4053,moyo1238,Moyon,Southern Asia,shifting,5,3700,15.80272934,detailed,124.7977615
4054,nima1245,Nimanbur,Australia and New Zealand,nearly extinct,10,0,0.0,little or none,7816.728481
4055,namb1291,Nambya,Africa,shifting,5,105000,23556.02086,basic,29107.04663
4056,nimb1256,Nimbari,Africa,extinct,9,130,0.988102162,little or none,809.1078109
4057,lete1241,Letemboi-Repanbitip,Oceania,shifting,6b,800,93.40847405,little or none,328.5985255
4058,namo1247,Namonuito,Oceania,shifting,6a,940,,little or none,3.404236254
4059,nort2952,Northeast Maidu,Northern America,extinct,8b,1,0.239320045,detailed,14.13044872
4060,ngam1265,Ngamini-Yarluyandi-Karangura,Australia and New Zealand,nearly extinct,10,0,0.0,little or none,39352.55873
4061,nimo1246,Nimoa,Oceania,not endangered,6a,1100,48.48702079,little or none,178.0718161
4062,nama1266,Nama (Papua New Guinea),Oceania,not endangered,6a,1200,578.2121825,basic,282.5101849
4063,namu1246,Namuyi,Asia,shifting,6b,5000,96.06363432,detailed,1984.089626
4064,nawd1238,Nawdm,Western Africa,not endangered,5,146000,2115.999134,detailed,6789.01501
4065,nyan1301,Nyangumarta,Australia and New Zealand,shifting,5,310,62372.7599,detailed,76216.25929
4066,nand1264,Nande,Africa,not endangered,5,903000,6447.974565,detailed,10266.7429
4067,nanc1253,Nancere,Africa,not endangered,5,81000,959.7839714,little or none,1298.752727
4068,west2513,West Ambae,Oceania,not endangered,5,8700,354.8356668,basic,210.6978459
4069,ngan1300,Ngandyera,Africa,not endangered,6a,13100,26523.91599,little or none,23277.41527
4070,ngai1241,Ngaing,Oceania,not endangered,4,2020,125.0144586,little or none,133.006341
4071,mari1416,Maring Naga,Southern Asia,shifting,5,22300,136.1032063,basic,379.3333053
4072,ngie1241,Ngiemboon,Africa,not endangered,5,250000,1047.555638,basic,297.8762959
4073,nort2867,North Nuaulu,South-Eastern Asia,threatened,6a,500,8.297880139,little or none,73.23036833
4074,nyan1315,Nyangatom,Africa,not endangered,6a,24300,2980.836564,basic,2172.836242
4075,nank1250,Nankina,Oceania,not endangered,5,2500,154.3363642,detailed,203.2050058
4076,nort2725,Northern Rengma Naga,Southern Asia,shifting,5,13000,101.3339521,basic,269.8432304
4077,nami1256,Namia,Oceania,threatened,6b,6000,871.9187239,detailed,721.9005304
4078,nget1241,Ngete,Africa,not endangered,6a,10000,126.0820557,little or none,571.0959139
4079,wanc1238,Wancho Naga,Southern Asia,threatened,5,49100,285.477818,basic,899.258776
4080,ngin1244,Ngindo,Africa,not endangered,6a,220000,26157.54767,little or none,16965.48442
4081,nant1249,Nanticoke,Northern America,extinct,9,400,0.609406792,little or none,25398.97127
4082,dwan1238,Dwang,Western Africa,shifting,6a,8200,256.0644983,little or none,983.1706056
4083,nugu1241,Nugunu (Australia),Australia and New Zealand,extinct,10,0,0.0,basic,58315.6976
4084,sout2795,Southern Nuni,Western Africa,not endangered,5,168000,3031.478017,detailed,13187.44603
4085,nyan1300,Yangkaal,Australia and New Zealand,nearly extinct,10,0,0.0,basic,10592.16051
4086,ndan1241,Nda'nda',Africa,not endangered,6a,10000,65.66075588,detailed,632.4396146
4087,woun1238,Woun Meu,South America,shifting,5,10800,1056.405418,detailed,13660.18335
4088,nukk1240,Nuk,Oceania,threatened,6a,900,30.88431694,little or none,55.57873817
4089,nort2740,Northern Thai,South-Eastern Asia,not endangered,5,6029500,78394.57849,detailed,73610.61008
4090,nima1243,Nimadi,Southern Asia,not endangered,6a,2150000,6925.307395,basic,13736.48639
4091,noma1262,Nomane,Oceania,not endangered,6a,6700,74.51823406,little or none,199.7925578
4092,noga1249,Nogai,Europe,shifting,5,87100,1262.026379,detailed,1924.485787
4093,nomu1240,Nomu,Oceania,threatened,6a,400,21.26328312,little or none,121.1063578
4094,noir1238,Noiri,Southern Asia,not endangered,6a,100000,285.5086905,basic,2752.128857
4095,nook1247,Nooksack,Northern America,extinct,9,1600,17.07679872,basic,1661.361091
4096,numa1254,Numanggang,Oceania,not endangered,4,2300,80.55404138,basic,119.3640479
4097,ngon1267,Ngongo,Africa,threatened,6a,4080,417.6309061,basic,2080.124329
4098,norw1258,Norwegian,Europe,not endangered,1,4640000,1471630.698,detailed,296073.8309
4099,east2349,Eastern Nisu,Asia,threatened,6b,75000,414.8435598,basic,24816.99946
4100,noma1263,Nomatsiguenga,South America,shifting,5,6500,235.4037674,basic,3215.664281
4101,ewag1241,Ewage-Notu,Oceania,not endangered,5,12900,1340.786139,basic,623.0525425
4102,nyam1277,Nyambo,Africa,not endangered,6a,400000,3442.031855,basic,8519.433345
4103,noyy1238,Noy,Africa,moribund,8b,36,0.982583478,little or none,2488.395115
4104,nayi1243,Nayi,Africa,moribund,7,7190,80.76289997,basic,795.8374729
4105,narp1239,Nar Phu,Asia,shifting,6a,600,37.22995529,basic,52.75864451
4106,phom1236,Phom Naga,Southern Asia,threatened,4,123000,787.8759432,detailed,541.3415053
4107,sout2973,"Nahuatl, Southeastern Puebla",Central America,not endangered,5,92000,623.9782989,basic,1295.741363
4108,mond1265,Mondropolon,Oceania,not endangered,6a,300,11.90120171,little or none,102.5924554
4109,poch1243,Pochuri Naga,Southern Asia,shifting,5,16700,238.2484811,basic,350.9116667
4110,nips1240,Nipsan,South-Eastern Asia,threatened,6a,2500,90.20891169,little or none,976.0930697
4111,napu1241,Napu,South-Eastern Asia,shifting,6b,6100,105.6978293,basic,910.2757402
4112,eden1244,Ede Nago,Western Africa,not endangered,6a,200000,806.7609188,basic,2036.888799
4113,kura1248,Kura Ede Nago,Western Africa,not endangered,6a,25000,265.2152982,little or none,534.1470891
4114,ndom1245,Ndom,South-Eastern Asia,threatened,6a,1200,130.4979132,basic,1326.721939
4115,nenn1238,Nen,Oceania,shifting,6a,250,121.9578496,basic,100.3883935
4116,ngom1270,Ngom,Africa,not endangered,6a,12770,5807.249102,basic,4280.117795
4117,nara1262,Nara,Africa,not endangered,6a,81400,3007.149774,detailed,1931.197519
4118,sout2732,Southern Rengma Naga,Southern Asia,threatened,5,21000,103.5490996,basic,453.0639778
4119,nara1263,Narango,Oceania,shifting,6b,160,14.24345901,little or none,175.7540962
4120,chok1243,Chokri Naga,Southern Asia,threatened,4,83600,653.5765692,basic,448.2999892
4121,ngar1287,Ngarluma,Australia and New Zealand,moribund,8b,26,12.28471369,basic,3163.391974
4122,naro1251,Narom,South-Eastern Asia,threatened,6b,0,0.0,basic,570.0645928
4123,lala1268,Lala,Oceania,not endangered,5,3000,235.4490537,detailed,694.8202392
4124,sang1321,Sangtam Naga,Southern Asia,threatened,4,84300,1243.671092,basic,881.3565148
4125,sout2723,Southern Nisu,Asia,moribund,6b,210000,1449.012327,basic,1637.885982
4126,nsen1242,Nsenga,Africa,not endangered,5,613100,28077.73329,detailed,33915.31353
4127,ngas1238,Ngasa,Africa,shifting,8a,200,1.347339472,basic,40.41441909
4128,ngos1238,Ngoshie,Africa,threatened,6b,9200,72.80910621,basic,33.42846583
4129,nask1242,Naskapi,Northern America,threatened,5,620,34910.20116,basic,106.5004674
4130,sumi1235,Sumi Naga,Southern Asia,not endangered,4,104000,932.3277041,detailed,2746.408028
4131,neha1247,Nehan,Oceania,not endangered,5,6500,,basic,35.14730201
4132,pedi1238,Pedi,Africa,not endangered,1,4620000,54057.37384,detailed,78923.14349
4133,nali1245,Nali,Oceania,not endangered,5,1800,71.40721028,little or none,135.3062117
4134,tase1235,Pangwa Naga,Southern Asia,threatened,5,100100,10259.71454,basic,10712.61475
4135,sier1248,Sierra Negra Nahuatl,Central America,not endangered,6a,25000,119.0927711,basic,1013.687962
4136,navu1237,Navut,Oceania,shifting,6a,520,54.07227093,little or none,82.87703508
4137,nson1238,Nsongo,Africa,not endangered,5,50000,6422.772173,little or none,34530.31261
4138,nasa1239,Nasal,South-Eastern Asia,threatened,6a,3000,43.3305132,little or none,56.36420515
4139,nath1238,Nathembo,Africa,not endangered,6a,25000,254.2803779,basic,737.3812705
4140,nati1243,Natioro,Western Africa,threatened,6b,2400,32.59515892,basic,141.8916102
4141,ngaa1240,Ngaanyatjarra,Australia and New Zealand,shifting,5,1000,35185.93311,detailed,60502.66434
4142,ikom1245,Ikoma-Nata-Isenye,Africa,threatened,6b,36000,672.8554639,basic,1577.38735
4143,nate1242,Nateni,Western Africa,not endangered,5,66000,937.5503552,detailed,909.249158
4144,ntom1248,Ntomba,Africa,not endangered,6a,100000,6758.756328,detailed,12984.99115
4145,nort2959,Northern Tepehuan,Central America,shifting,5,6200,822.2211926,detailed,3307.871686
4146,delo1240,Delo,Western Africa,not endangered,5,16300,254.6438475,basic,788.9099331
4147,nott1246,Nottoway,Northern America,extinct,9,0,0.0,basic,11931.29409
4148,mant1265,Mantsi,Asia,shifting,6a,1100,11.05261361,basic,169.6272396
4149,nata1252,Natanzi,Southern Asia,shifting,6a,7030,290.633347,basic,110.557643
4150,yuag1237,Yuaga,Oceania,threatened,6b,2400,591.4118952,basic,1036.414402
4151,nuku1263,Nukuini,South America,extinct,9,425,163.2719518,basic,12568.10677
4152,ngal1300,Ngala,Oceania,shifting,6a,180,21.61337194,basic,69.03816341
4153,ngun1266,Ngundu,Africa,not endangered,6a,5100,606.0056857,little or none,13994.67243
4154,nusu1239,Nusu,Asia,not endangered,6a,12670,607.8285748,basic,2317.083185
4155,nung1291,Nungali,Australia and New Zealand,nearly extinct,10,0,0.0,detailed,12386.75014
4156,ndun1251,Ndunda,Western Africa,shifting,6a,350,5.459965603,little or none,33.99066674
4157,ngum1255,Ngumbi,Africa,not endangered,6a,9200,204.3147226,basic,600.4394611
4158,nyol1238,Nyole,Africa,not endangered,5,341000,618.3380831,basic,732.8397025
4159,niua1240,Niuafo'ou,Oceania,threatened,7,690,12.98638812,detailed,53.10618554
4160,nung1282,Nung (Myanmar),Asia,nearly extinct,7,450,28.86941079,detailed,3752.103925
4161,nguo1239,Nguôn,South-Eastern Asia,shifting,6b,1000,12.78455701,basic,517.9438033
4162,nupe1254,Nupe-Nupe-Tako,Western Africa,not endangered,3,800000,7656.32912,detailed,16913.24189
4163,nuku1258,Nukumanu,Oceania,not endangered,6a,700,,little or none,3.566101694
4164,nuku1259,Nukuria,Oceania,not endangered,6a,550,,little or none,7.356539456
4165,nuer1246,Nuer,Africa,not endangered,4,891000,52066.42133,detailed,95502.62845
4166,nung1283,Nung (Viet Nam),Asia,not endangered,5,969000,12887.93162,detailed,12264.54723
4167,ngbu1241,Ngbundu,Africa,not endangered,6a,16000,370.1135936,basic,829.3281726
4168,nort2784,Northern Nuni,Western Africa,not endangered,6a,45000,733.2775411,little or none,1434.298905
4169,mehe1243,Mehek,Oceania,shifting,6a,6300,373.8901252,detailed,62.37153643
4170,nung1290,Wubuy,Australia and New Zealand,shifting,6b,110,6084.965721,detailed,2773.431997
4171,tlam1239,Tlamacazapa Nahuatl,Central America,threatened,6b,1550,5.624435729,little or none,167.5260346
4172,nasa1240,Nasarian,Oceania,nearly extinct,8b,5,0.536302405,little or none,57.71574696
4173,nami1258,Namiae,Oceania,not endangered,5,1200,123.7412169,basic,40.61333134
4174,nyab1255,Nyabwa,Western Africa,not endangered,5,42700,353.1339234,basic,4072.078436
4175,ngwe1238,Ngwe,Africa,not endangered,6a,73200,439.7067136,basic,610.4677715
4176,sout2869,Southwest Tanna,Oceania,not endangered,5,4500,85.34988259,basic,150.3427341
4177,nyam1279,Nyamusa-Molo,Africa,shifting,6a,1630,94.04895791,little or none,434.7676465
4178,nawa1258,Nawaru,Oceania,shifting,6b,190,19.8579113,basic,98.79567656
4179,naue1237,Nauete,South-Eastern Asia,shifting,6a,15000,251.1357161,detailed,165.1830381
4180,ngan1302,Ngando-Lalia,Africa,not endangered,6a,220000,14719.33315,basic,39834.94575
4181,nage1237,Nage,South-Eastern Asia,not endangered,6a,50000,423.872841,little or none,805.8712258
4182,ngad1261,Ngad'a,South-Eastern Asia,not endangered,6a,60000,490.7273804,basic,818.0881719
4183,nind1242,Nindi,Africa,shifting,7,100,18.31616751,little or none,732.2020548
4184,sout2895,South Nuaulu,South-Eastern Asia,threatened,6a,1500,24.99248124,detailed,332.3389833
4185,ngaw1240,Ngawun,Australia and New Zealand,nearly extinct,10,0,0.0,basic,38008.48847
4186,ning1274,Ninggerum,South-Eastern Asia,shifting,5,6150,1181.681709,little or none,1740.328013
4187,nafr1241,Nafri,South-Eastern Asia,moribund,8a,1630,24.0134235,basic,62.06576489
4188,nyan1308,Nyanja,Africa,not endangered,3,9779000,30584.18941,detailed,123871.7153
