,name,macroarea,latitude,longitude,glottocode,countries,family_id,lineage,level,category,aes
7834,Western Karaim,Eurasia,54.5534,25.1054,west2883,,turk1311,,dialect,Dialect,
7835,Eastern Karaim,Eurasia,54.5534,25.1054,east2335,,turk1311,,dialect,Dialect,
7836,Karachay-Balkar,Eurasia,43.565,42.2606,kara1465,AZ;GE;KZ;RU,turk1311,,language,Spoken_L1_Language,2
7837,Kumyk,Eurasia,43.0,47.0,kumy1244,KZ;RU,turk1311,,language,Spoken_L1_Language,2
7838,Urum,Eurasia,42.0379,43.994,urum1249,GE;GR;RU;UA,turk1311,,language,Spoken_L1_Language,3
7839,Crimeaic,,39.5495,34.2945,crim1259,,turk1311,,family,Family,
7840,Teleut,Eurasia,50.1347,86.8705,tele1257,,turk1311,,dialect,Dialect,
7841,Altai-Kizi,Eurasia,50.1347,86.8705,alta1277,,turk1311,,dialect,Dialect,
7842,Telengit,Eurasia,50.1347,86.8705,tala1279,,turk1311,,dialect,Dialect,
7843,Southern Kirghiz,Eurasia,42.0,74.0,sout2702,,turk1311,,dialect,Dialect,
7844,Northern Kirghiz,Eurasia,42.0,74.0,nort2693,,turk1311,,dialect,Dialect,
7845,Southern Kazakh,Eurasia,51.17,71.454,sout2704,,turk1311,,dialect,Dialect,
7846,Northeastern Kazakh,Eurasia,51.17,71.454,nort2695,,turk1311,,dialect,Dialect,
7847,Western Kazakh,Eurasia,51.17,71.454,west2404,,turk1311,,dialect,Dialect,
7848,Southeastern Karakalpak,Eurasia,39.98005,63.32233,sout2703,,turk1311,,dialect,Dialect,
7849,Northeastern Karakalpak,Eurasia,39.98005,63.32233,nort2694,,turk1311,,dialect,Dialect,
7850,Black Nogai,Eurasia,44.89776,43.1656,blac1266,,turk1311,,dialect,Dialect,
7851,Alabugat Tatar,Eurasia,43.59,46.66,alab1256,RU,turk1311,,dialect,Dialect,3
7852,Karagash,Eurasia,44.89776,43.1656,kara1509,,turk1311,,dialect,Dialect,
7853,Yurt Tatar,Eurasia,44.89776,43.1656,yurt1234,,turk1311,,dialect,Dialect,
7854,White Nogai,Eurasia,44.89776,43.1656,whit1262,,turk1311,,dialect,Dialect,
7855,Central Nogai,Eurasia,44.89776,43.1656,cent1996,,turk1311,,dialect,Dialect,
7856,West Tatar,Eurasia,55.79592,49.11577,west2405,,turk1311,,dialect,Dialect,
7857,Tomsk Tatar,Eurasia,55.79592,49.11577,toms1234,,turk1311,,dialect,Dialect,
7858,Tepter Tatar,Eurasia,55.79592,49.11577,tept1239,,turk1311,,dialect,Dialect,
7859,Tobol-Irtysh Tatar,Eurasia,55.79592,49.11577,tobo1253,,turk1311,,dialect,Dialect,
7860,Ural Tatar,Eurasia,55.79592,49.11577,ural1273,,turk1311,,dialect,Dialect,
7861,Baraba Tatar,Eurasia,55.14961,78.33079,bara1408,RU,turk1311,,dialect,Dialect,5
7862,Central Tatar,Eurasia,55.79592,49.11577,midd1325,,turk1311,,dialect,Dialect,
7863,Burzhan,Eurasia,53.59671,56.55937,burz1239,,turk1311,,dialect,Dialect,
7864,Kuvakan,Eurasia,53.59671,56.55937,kuva1242,,turk1311,,dialect,Dialect,
7865,Yurmaty,Eurasia,53.59671,56.55937,yurm1239,,turk1311,,dialect,Dialect,
7866,Bilma Kanuri,Africa,19.1,13.0665,bilm1238,NE,saha1256,,language,Spoken_L1_Language,1
7867,Manga Kanuri,Africa,13.557,10.701,mang1399,NE;NG,saha1256,,language,Spoken_L1_Language,1
7868,Maiduguri,Africa,11.8,13.13,maid1261,,saha1256,,dialect,Dialect,
7869,Guvja,Africa,11.8,13.13,guvj1238,,saha1256,,dialect,Dialect,
7870,Kwayam,Africa,11.8,13.13,kway1242,,saha1256,,dialect,Dialect,
7871,Kabari,Africa,11.8,13.13,kaba1282,,saha1256,,dialect,Dialect,
7872,Temageri,Africa,11.8,13.13,tema1238,,saha1256,,dialect,Dialect,
7873,Kaga,Africa,11.8,13.13,kaga1254,,saha1256,,dialect,Dialect,
7874,Lare,Africa,11.8,13.13,lare1248,,saha1256,,dialect,Dialect,
7875,Njesko,Africa,11.8,13.13,njes1238,,saha1256,,dialect,Dialect,
7876,Yerwa,Africa,11.8,13.13,yerw1238,,saha1256,,dialect,Dialect,
7877,Mao (Nigeria),Africa,11.8,13.13,maoo1245,,saha1256,,dialect,Dialect,
7878,Mowor,Africa,11.8,13.13,mowo1238,,saha1256,,dialect,Dialect,
7879,Fadawa,Africa,11.8,13.13,fada1240,,saha1256,,dialect,Dialect,
7880,Movar,Africa,11.8,13.13,mova1237,,saha1256,,dialect,Dialect,
7881,Ngazar,Africa,11.8,13.13,ngaz1239,,saha1256,,dialect,Dialect,
7882,Mando,Africa,13.8749,14.8437,mand1438,,saha1256,,dialect,Dialect,
7883,Nguri,Africa,13.8749,14.8437,ngur1265,,saha1256,,dialect,Dialect,
7884,Karkawu,Africa,13.8749,14.8437,kark1257,,saha1256,,dialect,Dialect,
7885,Kubari,Africa,14.2584,13.1571,kuba1250,,saha1256,,dialect,Dialect,
7886,Tumari,Africa,14.2584,13.1571,tuma1249,,saha1256,,dialect,Dialect,
7887,Sugurti,Africa,14.2584,13.1571,sugu1242,,saha1256,,dialect,Dialect,
7888,Bodi,Africa,6.40227,36.00515,bodi1253,ET,surm1244,,dialect,Dialect,3
7889,Tishena,Africa,6.63207,35.6255,tish1239,,surm1244,,dialect,Dialect,
7890,Mursi,Africa,5.69801,36.0971,murs1242,ET,surm1244,,language,Spoken_L1_Language,3
7891,Tirma-Chai,Africa,6.03205,35.0823,suri1267,ET;SS,surm1244,,language,Spoken_L1_Language,2
7892,Suri (Kacipo-Balesi),Africa,6.16512,34.9436,suri1268,,surm1244,,dialect,Dialect,
7893,Zilmamu,Africa,6.16512,34.9436,zilm1238,,surm1244,,dialect,Dialect,
7894,Balesi,Africa,5.58318,35.18835,bale1254,ET;SD,surm1244,,dialect,Dialect,3
7895,Kacipo,Africa,6.16512,34.9436,kaci1245,,surm1244,,dialect,Dialect,
7896,Kichepo,Africa,6.16512,34.9436,kich1261,,surm1244,,dialect,Dialect,
7897,Western Suri,Africa,6.16512,34.9436,west2496,,surm1244,,dialect,Dialect,
7898,Narim,Africa,4.80331,33.3312,nari1240,SS,surm1244,,language,Spoken_L1_Language,3
7899,Didinga,Africa,4.21489,33.6869,didi1258,SS;UG,surm1244,,language,Spoken_L1_Language,1
7900,Boma (Surmic),Africa,6.69756,33.988,boma1247,,surm1244,,dialect,Dialect,
7901,Lotilla,Africa,6.69756,33.988,loti1239,,surm1244,,dialect,Dialect,
7902,Olam,Africa,6.69756,33.988,olam1240,,surm1244,,dialect,Dialect,
7903,Biseni,Africa,5.40296,6.51646,bise1238,NG,ijoi1239,,language,Spoken_L1_Language,3
7904,Okodia,Africa,5.29237,6.44113,okod1238,NG,ijoi1239,,language,Spoken_L1_Language,3
7905,Kalabari,Africa,4.53194,6.69539,kala1381,NG,ijoi1239,,language,Spoken_L1_Language,1
7906,Ibani,Africa,4.49119,7.23558,iban1261,NG,ijoi1239,,language,Spoken_L1_Language,2
7907,Kirike,Africa,4.41126,6.98938,kiri1254,NG,ijoi1239,,language,Spoken_L1_Language,1
7908,Tugeri,Papunesia,-8.15651,140.009,tuge1242,,anim1240,,dialect,Dialect,
7909,Gawir,Papunesia,-8.15651,140.009,gawi1240,,anim1240,,dialect,Dialect,
7910,Southeast Marind,Papunesia,-8.15651,140.009,sout2944,,anim1240,,dialect,Dialect,
7911,Bella Bella,North America,51.7045,-127.221,bell1263,,waka1280,,dialect,Dialect,
7912,Klemtu,North America,51.7045,-127.221,klem1234,,waka1280,,dialect,Dialect,
7913,Bonya Uduk,Africa,9.16012,34.2293,bony1234,,koma1264,,dialect,Dialect,
7914,Chali Uduk,Africa,9.16012,34.2293,chal1268,,koma1264,,dialect,Dialect,
7915,Pame Opo,Africa,8.47526,33.853,pame1262,,koma1264,,dialect,Dialect,
7916,Kigile-Kusgilo,Africa,8.47526,33.853,kusg1238,,koma1264,,dialect,Dialect,
7917,Bilugu Opo,Africa,8.47526,33.853,bilu1247,,koma1264,,dialect,Dialect,
7918,Modin,Africa,8.47526,33.853,modi1234,,koma1264,,dialect,Dialect,
7919,Pepojivi,South America,6.90948,-71.0036,pepo1234,,guah1252,,dialect,Dialect,
7920,Yamalero,South America,6.90948,-71.0036,maya1284,,guah1252,,dialect,Dialect,
7921,Sikuani Parawá,South America,5.81736,-68.9839,nucl1665,,guah1252,,dialect,Dialect,
7922,Yamoti,South America,5.81736,-68.9839,amor1238,,guah1252,,dialect,Dialect,
7923,Hamorúa,South America,5.81736,-68.9839,amar1275,,guah1252,,dialect,Dialect,
7924,Sikuani Waü,South America,5.81736,-68.9839,siku1244,,guah1252,,dialect,Dialect,
7925,Xuraxura,South America,5.81736,-68.9839,xura1234,,guah1252,,dialect,Dialect,
7926,Tigrero,South America,5.81736,-68.9839,tigr1254,,guah1252,,dialect,Dialect,
7927,Kupndiiriat,South America,-12.6945,-61.3064,kupn1234,,tupi1275,,dialect,Dialect,
7928,Ngwayoroiat,South America,-12.6945,-61.3064,ngwa1252,,tupi1275,,dialect,Dialect,
7929,Guaratira,South America,-13.054,-62.0927,guar1295,,tupi1275,,dialect,Dialect,
7930,Siokweriat,South America,-13.054,-62.0927,siok1234,,tupi1275,,dialect,Dialect,
7931,Sakurabiat,South America,-13.054,-62.0927,saku1239,,tupi1275,,dialect,Dialect,
7932,Kawahiwa Setentrionais,,-8.350167593238549,-61.39501511564252,kawa1292,,tupi1275,,family,Family,
7933,Kawahiwa Meridionais,,-9.774136666666667,-59.2462,kawa1293,,tupi1275,,family,Family,
7934,Guaja-Kaapor-Ava,,-6.878531999999999,-49.368146,guaj1258,,tupi1275,,family,Family,
7935,Wayampi-Zoe-Emerillon,,1.2353,-53.31369000000001,waya1271,,tupi1275,,family,Family,
7936,Tupi-Guarani Subgroup IV.B,,-2.30615,-48.86795,tupi1285,,tupi1275,,family,Family,
7937,Tupi-Guarani Subgroup IV.A,,-4.7225,-49.5164,tupi1284,,tupi1275,,family,Family,
7938,Tapirapé,South America,-10.5373,-50.5438,tapi1254,BR,tupi1275,,language,Spoken_L1_Language,3
7939,Tupi-Guarani Subgroup III,,-8.591916,-60.218113,tupi1287,,tupi1275,,family,Family,
7940,Tupi-Guarani Subgroup II,,-15.131716666666666,-62.65444166666666,tupi1278,,tupi1275,,family,Family,
7941,Tupi-Guarani Subgroup I,,-23.781208172412896,-57.29482139977912,tupi1277,,tupi1275,,family,Family,
7942,Arawetic,,-3.80379,-50.15480000000001,araw1290,,tupi1275,,family,Family,
7943,Xingú Asuriní,South America,-4.13463,-52.321,xing1248,BR,tupi1275,,language,Spoken_L1_Language,3
7944,Gavião,South America,-10.7235,-61.6752,gavi1247,,tupi1275,,dialect,Dialect,
7945,Zoró,South America,-10.173,-59.456,zoro1244,BR,tupi1275,,dialect,Dialect,3
7946,Aruáshi,South America,-12.1186,-62.4357,arua1262,,tupi1275,,dialect,Dialect,
7947,Taurepang-Arekuna,South America,4.97031,-61.4033,taul1252,,cari1283,,dialect,Dialect,
7948,Camaracoto,South America,4.97031,-61.4033,cama1252,,cari1283,,dialect,Dialect,
7949,Akawaio-Ingariko,South America,6.16277,-60.862,akaw1239,BR;GY;VE,cari1283,,language,Spoken_L1_Language,2
7950,Patamona,South America,4.75826,-59.5772,pata1262,BR;GY,cari1283,,language,Spoken_L1_Language,2
7951,Wokiare,South America,5.32692,-66.276,woki1237,,cari1283,,dialect,Dialect,
7952,Curasicana,South America,5.32692,-66.276,cura1242,,cari1283,,dialect,Dialect,
7953,Pianocotó,South America,2.53616,-55.7599,pian1242,,cari1283,,dialect,Dialect,
7954,Luvian,,39.009861,35.307639,luvi1235,,indo1319,,family,Family,
7955,Lyco-Carian,,36.81580499947405,29.790594693264406,lyco1238,,indo1319,,family,Family,
7956,Unclassified Luvic,,37.273,31.28,uncl1514,,indo1319,,family,Family,
7957,Swat Khowar,Eurasia,36.0,72.0,swat1242,,indo1319,,dialect,Dialect,
7958,South Khowar,Eurasia,36.0,72.0,sout2670,,indo1319,,dialect,Dialect,
7959,North Khowar,Eurasia,36.0,72.0,nort2664,,indo1319,,dialect,Dialect,
7960,East Khowar,Eurasia,36.0,72.0,east2321,,indo1319,,dialect,Dialect,
7961,Eastern Chitral Kalasha,Eurasia,35.6415,71.6657,east2893,,indo1319,,dialect,Dialect,
7962,Southern Chitral Kalasha,Eurasia,35.6415,71.6657,sout2669,,indo1319,,dialect,Dialect,
7963,Northern Chitral Kalasha,Eurasia,35.6415,71.6657,nort2663,,indo1319,,dialect,Dialect,
7964,Continental Indo-Aryan,,21.964278914999948,77.23553656175586,cont1248,,indo1319,,family,Family,
7965,Eastern Dardic,,33.445115446947725,74.0960819626579,dard1244,,indo1319,,family,Family,
7966,Dhivehi-Sinhala,,6.136053778000075,80.09400475400008,sinh1245,,indo1319,,family,Family,
7967,Eastern Pashayi,,34.772113000000004,70.7414435,east2322,,indo1319,,family,Family,
7968,Western Pashayi,,34.8898115,69.980496,west2387,,indo1319,,family,Family,
7969,Vedic Sanskrit,Eurasia,20.0,77.0,vedi1234,,indo1319,,dialect,Dialect,
7970,Classical Sanskrit,Eurasia,20.0,77.0,clas1258,,indo1319,,dialect,Dialect,
7971,Shumashtic,,34.837785499999995,70.7431,shum1244,,indo1319,,family,Family,
7972,Gawar-Bati,Eurasia,35.1982,71.5428,gawa1247,AF;PK,indo1319,,language,Spoken_L1_Language,2
7973,Central Prasun,Eurasia,35.420531,70.922783,cent1976,,indo1319,,dialect,Dialect,
7974,Lower Prasun,Eurasia,35.420531,70.922783,lowe1390,,indo1319,,dialect,Dialect,
7975,Upper Prasun,Eurasia,35.420531,70.922783,uppe1402,,indo1319,,dialect,Dialect,
7976,Mumviri,Eurasia,35.673579,71.343918,mumv1239,,indo1319,,dialect,Dialect,
7977,Kataviri,Eurasia,35.4145,70.9826,kati1279,,indo1319,,dialect,Dialect,
7978,Kamviri,Eurasia,35.409908,71.338778,kamv1242,AF;PK,indo1319,,dialect,Dialect,3
7979,Ashkunu,Eurasia,35.10699,70.542035,ashu1242,,indo1319,,dialect,Dialect,
7980,Sanu-Gramsena,Eurasia,35.10699,70.542035,gram1239,,indo1319,,dialect,Dialect,
7981,Nuristani Kalasha,Eurasia,35.191171,70.993533,waig1243,AF,indo1319,,language,Spoken_L1_Language,3
7982,Tregami,Eurasia,34.998117,71.099792,treg1243,AF,indo1319,,language,Spoken_L1_Language,3
7983,Old Persian (ca. 600-400 B.C.),Eurasia,32.0,54.0,oldp1254,IR,indo1319,,language,Spoken_L1_Language,6
7984,Middle-Modern Persian,,30.92813922118946,52.32298192417197,midd1352,,indo1319,,family,Family,
7985,Shughni-Yazgulami,,38.10335933333333,72.18127966666665,shug1237,,indo1319,,family,Family,
7986,Yidgha-Munji,,35.97305,71.22405,yidg1239,,indo1319,,family,Family,
7987,Wakhi,Eurasia,37.1768,73.9777,wakh1245,AF;CN;PK;TJ,indo1319,,language,Spoken_L1_Language,2
7988,Saka,,39.0983335,79.05333350000001,saka1298,,indo1319,,family,Family,
7989,Waneci,Eurasia,30.0501,67.8327,wane1241,PK,indo1319,,language,Spoken_L1_Language,1
7990,Nuclear Pashto,Eurasia,32.471766666666674,68.82763333333332,nucl1276,PK,indo1319,,family,Family,
7991,Ishkashimi,Eurasia,36.67,71.55,ishk1246,AF;TJ,indo1319,,language,Spoken_L1_Language,3
7992,Sanglechi,Eurasia,36.45,71.3,sang1344,AF,indo1319,,language,Spoken_L1_Language,4
7993,Parachi,Eurasia,36.0432,70.8805,para1299,AF,indo1319,,language,Spoken_L1_Language,3
7994,Ormuri,Eurasia,32.6819,69.3444,ormu1247,AF;PK,indo1319,,language,Spoken_L1_Language,3
7995,Sogdic-Ossetic,,43.163332,53.176518,sogd1247,,indo1319,,family,Family,
7996,Central Iranian PB,,35.75145221422345,59.65716982153249,cent2318,,indo1319,,family,Family,
7997,Ukrainian-Rusyn,,49.25655,26.45145,ukra1257,,indo1319,,family,Family,
7998,Belarusian,Eurasia,53.2307,25.6038,bela1254,BY;LT;LV;PL;RU;UA,indo1319,indo1319/clas1257/balt1263/slav1255/east1426,language,Spoken_L1_Language,2
7999,Old Russian,Eurasia,54.813,31.827,oldr1238,RU,indo1319,,language,Spoken_L1_Language,6
8000,Russian,Eurasia,59.0,50.0,russ1263,BY;CN;EE;FI;GE;KG;KP;KZ;LT;LV;MD;MN;NO;PL;RO;RU;SJ;TM;UA;UZ,indo1319,indo1319/clas1257/balt1263/slav1255/east1426,language,Spoken_L1_Language,1
8001,Lechitic,,52.56811666666667,16.8012,lech1241,,indo1319,,family,Family,
8002,Czech-Slovak,,49.2095515,16.944580000000002,czec1260,,indo1319,,family,Family,
8003,Sorbian,,51.45119999999999,14.17525,sorb1249,,indo1319,,family,Family,
8004,Eastern South Slavic,,43.098625,23.13215,east2269,,indo1319,,family,Family,
8005,Western South Slavic,,44.12692554796018,16.10652847922067,west2804,,indo1319,,family,Family,
8006,Samogitian,Eurasia,55.1429,23.9601,samo1265,LT,indo1319,,dialect,Dialect,1
8007,Aukshtaitish,Eurasia,55.1429,23.9601,auks1239,,indo1319,,dialect,Dialect,
8008,Old Lithuanian,Eurasia,55.1429,23.9601,oldl1240,,indo1319,,dialect,Dialect,
8009,Low Latvian,Eurasia,56.826108,24.309118,lowl1274,,indo1319,,dialect,Dialect,
8010,Zemgalian,Eurasia,56.826108,24.309118,zemg1234,LV,indo1319,,dialect,Dialect,6
8011,Curonian,Eurasia,56.826108,24.309118,curo1234,,indo1319,,dialect,Dialect,
8012,East Latvian,Eurasia,56.826108,24.309118,east2282,LV,indo1319,,dialect,Dialect,1
8013,North Sea Germanic,,52.684903698833374,5.783266881833379,nort3175,,indo1319,,family,Family,
8014,High German,,50.29285075,10.704947729166664,high1289,,indo1319,,family,Family,
8015,Macro-Dutch,,51.90484375,4.995483125,macr1270,,indo1319,,family,Family,
8016,West Scandinavian,,61.84162018400008,4.803233269000089,west2805,,indo1319,,family,Family,
8017,South Scandinavian,,55.09883333333335,10.59736,sout3248,,indo1319,,family,Family,
8018,North Scandinavian,,60.51007721600007,18.390147332000083,nort3266,,indo1319,,family,Family,
8019,Visigoth,Eurasia,46.9304,29.9786,visi1239,,indo1319,,dialect,Dialect,
8020,Vandal,Eurasia,46.9304,29.9786,vand1245,,indo1319,,dialect,Dialect,
8021,Ostrogoth,Eurasia,46.9304,29.9786,ostr1239,,indo1319,,dialect,Dialect,
8022,Arbëreshë Albanian,Eurasia,38.911,16.7164,arbe1236,IT,indo1319,,language,Spoken_L1_Language,2
8023,Arvanitika Albanian,Eurasia,38.283,23.3703,arva1236,GR,indo1319,,language,Spoken_L1_Language,2
8024,Lab Tosk,Eurasia,41.0,20.0,labt1234,,indo1319,,dialect,Dialect,
8025,Eastern Northern Tosk,Eurasia,41.0,20.0,korc1239,,indo1319,,dialect,Dialect,
8026,Cham Tosk,Eurasia,41.0,20.0,came1248,,indo1319,,dialect,Dialect,
8027,Western Northern Tosk,Eurasia,41.0,20.0,west2895,,indo1319,,dialect,Dialect,
8028,Srem,Eurasia,42.317,21.3837,srem1242,,indo1319,,dialect,Dialect,
8029,Istra Albanian,Eurasia,42.317,21.3837,istr1247,,indo1319,,dialect,Dialect,
8030,Arbanasi,Eurasia,42.317,21.3837,arba1240,,indo1319,,dialect,Dialect,
8031,Achaean Greek,Eurasia,37.73,22.82,myce1241,GR,indo1319,,language,Spoken_L1_Language,6
8032,Central Greek,,39.25922272300005,25.858653191000087,cent2404,,indo1319,,family,Family,
8033,Tsakonian,Eurasia,37.1405,22.7341,tsak1248,GR,indo1319,,language,Spoken_L1_Language,4
8034,Ancient North Greek,Eurasia,40.825,22.144,anci1249,GR,indo1319,,language,Spoken_L1_Language,6
8035,Agulis-Meghri,Eurasia,40.0,45.0,agul1245,,indo1319,,dialect,Dialect,
8036,Khoy-Maragha,Eurasia,40.0,45.0,khoi1249,,indo1319,,dialect,Dialect,
8037,Gharabagh-Shamakhi,Eurasia,40.0,45.0,kara1458,,indo1319,,dialect,Dialect,
8038,Ararat,Eurasia,40.0,45.0,arar1266,,indo1319,,dialect,Dialect,
8039,Kilikien,Eurasia,40.1897,44.4839,kili1262,,indo1319,,dialect,Dialect,
8040,Mush-Tigranakert,Eurasia,40.1897,44.4839,mush1240,,indo1319,,dialect,Dialect,
8041,Hamshenic,Eurasia,40.1897,44.4839,hams1240,,indo1319,,dialect,Dialect,
8042,Bolu (Armenian),Eurasia,40.1897,44.4839,bolu1245,,indo1319,,dialect,Dialect,
8043,Antioch,Eurasia,40.1897,44.4839,anti1246,,indo1319,,dialect,Dialect,
8044,Vanic,Eurasia,40.1897,44.4839,vani1249,,indo1319,,dialect,Dialect,
8045,Asia Minor,Eurasia,40.1897,44.4839,asia1266,,indo1319,,dialect,Dialect,
8046,Artial,Eurasia,40.1897,44.4839,arti1237,,indo1319,,dialect,Dialect,
8047,Stanoz,Eurasia,40.1897,44.4839,stan1326,,indo1319,,dialect,Dialect,
8048,Yozgat,Eurasia,40.1897,44.4839,yozg1234,,indo1319,,dialect,Dialect,
8049,Old Latin,Eurasia,41.901111,12.488333,oldl1238,IT,indo1319,,language,Spoken_L1_Language,6
8050,Imperial Latin,,41.81814199262879,13.309326298587926,impe1234,,indo1319,,family,Family,
8051,Pre-Samnite,Eurasia,43.538,13.463,pres1240,,indo1319,,dialect,Dialect,
8052,South Picene,Eurasia,43.538,13.463,sout2618,,indo1319,,dialect,Dialect,
8053,Sabine,Eurasia,43.538,13.463,sabi1245,IT,indo1319,,dialect,Dialect,6
8054,Marrucinian,Eurasia,40.98,15.67,marr1267,,indo1319,,dialect,Dialect,
8055,Hernican,Eurasia,40.98,15.67,hemi1234,,indo1319,,dialect,Dialect,
8056,Nuclear Oscan,Eurasia,40.98,15.67,nucl1778,,indo1319,,dialect,Dialect,
8057,Vestinian,Eurasia,40.98,15.67,vest1239,,indo1319,,dialect,Dialect,
8058,Paelignian,Eurasia,40.98,15.67,pael1234,,indo1319,,dialect,Dialect,
8059,Marsian,Eurasia,42.75,13.02,mars1253,,indo1319,,dialect,Dialect,
8060,Aequian,Eurasia,42.75,13.02,aequ1239,,indo1319,,dialect,Dialect,
8061,Nuclear Umbrian,Eurasia,42.75,13.02,nucl1779,,indo1319,,dialect,Dialect,
8062,Volscian,Eurasia,42.75,13.02,vols1237,,indo1319,,dialect,Dialect,
8063,Transalpine Gaulish,Eurasia,43.97,3.3,tran1282,FR,indo1319,,language,Spoken_L1_Language,6
8064,Insular Celtic,,51.91095612200007,-5.298329230999911,insu1254,,indo1319,,family,Family,
8065,Noric,Eurasia,46.419444,15.869444,nori1240,SI,indo1319,,language,Spoken_L1_Language,6
8066,Cisalpine Gaulish,Eurasia,45.2,8.93,cisa1237,IT,indo1319,,language,Spoken_L1_Language,6
8067,Lepontic,Eurasia,45.98,8.92,lepo1240,CH,indo1319,,language,Spoken_L1_Language,6
8068,Lacanjá,North America,17.02093,-91.42348,laca1244,,maya1287,,dialect,Dialect,
8069,Najá,North America,17.02093,-91.42348,naja1242,,maya1287,,dialect,Dialect,
8070,Aguacateco,North America,15.3307,-91.3153,agua1252,GT,maya1287,,language,Spoken_L1_Language,2
8071,Ixil,North America,15.4569,-90.8935,ixil1251,GT,maya1287,,language,Spoken_L1_Language,2
8072,Mam,North America,14.8034,-91.7231,mamm1241,GT;MX,maya1287,maya1287/core1254/quic1274/grea1277/mame1240,language,Spoken_L1_Language,2
8073,Tektiteko,North America,15.4599,-92.1136,tekt1235,GT;MX,maya1287,maya1287/core1254/quic1274/grea1277/mame1240,language,Spoken_L1_Language,3
8074,Quiche-Achi,,14.8004,-90.76045,quic1275,,maya1287,,family,Family,
8075,Sacapulteco,North America,15.274,-91.109,saca1238,GT,maya1287,,language,Spoken_L1_Language,3
8076,Sipacapense,North America,15.23054,-91.7041,sipa1247,GT,maya1287,,language,Spoken_L1_Language,3
8077,Cakchiquel-Tzutujil,,14.595775,-91.02235,cakc1244,,maya1287,,family,Family,
8078,Poqomam,North America,14.73252,-89.73796,poqo1253,GT;SV,maya1287,,language,Spoken_L1_Language,3
8079,Poqomchi',North America,15.3586,-90.5813,poqo1254,GT,maya1287,,language,Spoken_L1_Language,2
8080,Tzotzil,North America,16.6362,-92.7388,tzot1259,MX,maya1287,,language,Spoken_L1_Language,1
8081,Tzeltal,North America,16.6384,-92.2786,tzel1254,MX,maya1287,,language,Spoken_L1_Language,1
8082,Chorti-Cholti,,15.159,-89.11815,chor1272,,maya1287,,family,Family,
8083,Chol-Chontal,,17.8305,-92.60325,chol1281,,maya1287,,family,Family,
8084,Epigraphic Mayan,North America,18.993121,-88.768865,epig1241,MX,maya1287,,language,Spoken_L1_Language,6
8085,Chuj,North America,15.8399,-91.76,chuj1250,GT;MX,maya1287,maya1287/core1254/west2865/kanj1261/chuj1249,language,Spoken_L1_Language,2
8086,Tojolabal,North America,16.2572,-91.7825,tojo1241,MX,maya1287,maya1287/core1254/west2865/kanj1261/chuj1249,language,Spoken_L1_Language,3
8087,Kanjobal-Jacaltec,,15.646233333333331,-91.60323333333336,kanj1263,,maya1287,,family,Family,
8088,Mocho,North America,15.4538,-92.1734,moch1257,GT;MX,maya1287,maya1287/core1254/west2865/kanj1261/kanj1262,language,Spoken_L1_Language,5
8089,Koyo (Cote d'Ivoire),Africa,5.3944,-5.82696,koyo1243,,krua1234,,dialect,Dialect,
8090,Nyago,Africa,5.3944,-5.82696,nyag1246,,krua1234,,dialect,Dialect,
8091,Glibe,Africa,5.3944,-5.82696,glib1238,,krua1234,,dialect,Dialect,
8092,Dlogo,Africa,5.3944,-5.82696,dlog1238,,krua1234,,dialect,Dialect,
